Strain,Stress (MPa)
0.0,0.0
2.0040080160320643e-05,1.4228456913827658
4.0080160320641287e-05,2.8456913827655317
6.0120240480961926e-05,4.268537074148297
8.016032064128257e-05,5.691382765531063
0.00010020040080160322,7.114228456913828
0.00012024048096192385,8.537074148296592
0.0001402805611222445,9.95991983967935
0.00016032064128256515,11.382765531062086
0.00018036072144288578,12.805611222444767
0.00020040080160320644,14.228456913827324
0.00022044088176352707,15.651302605209603
0.0002404809619238477,17.07414829659132
0.00026052104208416834,18.496993987971983
0.000280561122244489,19.919839679350737
0.00030060120240480966,21.342685370726183
0.0003206412825651303,22.76553106209612
0.0003406813627254509,24.18837675345717
0.00036072144288577156,25.611222444804316
0.00038076152304609225,27.034068136130216
0.0004008016032064129,28.456913827424398
0.0004208416833667335,29.879759518672184
0.00044088176352705415,31.302605209853354
0.0004609218436873748,32.72545090094047
0.0004809619238476954,34.14829659189678
0.0005010020040080161,35.57114228267373
0.0005210420841683367,36.99398797320782
0.0005410821643286574,38.41683366341706
0.000561122244488978,39.839679353196345
0.0005811623246492986,41.26252504241247
0.0006012024048096193,42.68537073089783
0.0006212424849699399,44.10821641844323
0.0006412825651302606,45.53106210478958
0.0006613226452905813,46.95390778961806
0.0006813627254509019,48.376753472538965
0.0007014028056112225,49.79959915307883
0.0007214428857715431,51.22244483066562
0.0007414829659318638,52.64529050461207
0.0007615230460921845,54.06813617409648
0.0007815631262525051,55.490981838141295
0.0008016032064128258,56.91382749558879
0.0008216432865731463,58.33667314507375
0.000841683366733467,59.75951878499295
0.0008617234468937877,61.18236441347096
0.0008817635270541083,62.605210028322134
0.000901803607214429,64.02805562700831
0.0009218436873747496,65.45090120659201
0.0009418837675350702,66.87374676368448
0.0009619238476953908,68.2965922943886
0.0009819639278557115,69.71943779423592
0.0010020040080160322,71.14228325811735
0.0010220440881763529,72.56512868020732
0.0010420841683366734,73.98797405388076
0.001062124248496994,75.41081937162222
0.0010821643286573147,76.83366462492694
0.0011022044088176354,78.25650980419286
0.001122244488977956,79.67935489860356
0.0011422845691382766,81.10219989600091
0.0011623246492985973,82.52504478274717
0.001182364729458918,83.94788954357566
0.0012024048096192386,85.3707341614293
0.0012224448897795593,86.79357861728661
0.0012424849699398798,88.21642288997373
0.0012625250501002005,89.63926695596244
0.0012825651302605212,91.06211078915258
0.0013026052104208419,92.48495436063862
0.0013226452905811625,93.90779763845906
0.001342685370741483,95.33064058732803
0.0013627254509018037,96.75348316834774
0.0013827655310621244,98.17632533870115
0.001402805611222445,99.59916705132335
0.0014228456913827658,101.0220082545513
0.0014428857715430862,102.4448488917497
0.001462925851703407,103.86768890091304
0.0014829659318637276,105.2905282142415
0.0015030060120240483,106.71336675769028
0.001523046092184369,108.13620445049051
0.0015430861723446895,109.55904120464072
0.0015631262525050101,110.98187692436736
0.0015831663326653308,112.40471150555288
0.0016032064128256515,113.82754483512991
0.0016232464929859722,115.25037679044013
0.0016432865731462927,116.67320723855615
0.0016633266533066134,118.09603603556471
0.001683366733466934,119.51886302580962
0.0017034068136272547,120.9416880410928
0.0017234468937875754,122.36451089983137
0.001743486973947896,123.78733140616922
0.0017635270541082166,125.21014934904109
0.0017835671342685373,126.63296450118716
0.001803607214428858,128.05577661811625
0.0018236472945891786,129.4785854370155
0.0018436873747494991,130.9013906756047
0.0018637274549098198,132.32419203093247
0.0018837675350701405,133.74698917811304
0.0019038076152304612,135.16978176900028
0.0019238476953907816,136.59256943079777
0.0019438877755511023,138.01535176460138
0.001963927855711423,139.43812834387302
0.0019839679358717435,140.86089871284204
0.0020040080160320644,142.28366238483272
0.002024048096192385,143.70641884051415
0.0020440881763527058,145.1291675260709
0.0020641282565130262,146.5519078512909
0.0020841683366733467,147.97463918756821
0.0021042084168336676,149.39736086581746
0.002124248496993988,150.8200721742974
0.002144288577154309,152.2427723563404
0.0021643286573146295,153.66546060798464
0.00218436873747495,155.0881360755065
0.002204408817635271,156.5107978528492
0.0022244488977955913,157.9334449789448
0.002244488977955912,159.35607643492696
0.0022645290581162327,160.7786911412295
0.002284569138276553,162.20128795456932
0.002304609218436874,163.62386566480853
0.0023246492985971945,165.0464229916934
0.0023446893787575154,166.4689585814659
0.002364729458917836,167.8914710033448
0.0023847695390781564,169.31395874587204
0.0024048096192384773,170.73642021312114
0.0024248496993987977,172.15885372076363
0.0024448897795591186,173.5812574919899
0.002464929859719439,175.00362965328037
0.0024849699398797596,176.42596823002353
0.0025050100200400805,177.84827114197614
0.002525050100200401,179.27053619856292
0.002545090180360722,180.6927610940101
0.0025651302605210423,182.11494340231062
0.002585170340681363,183.53708057201558
0.0026052104208416837,184.95916992084872
0.002625250501002004,186.38120863013924
0.002645290581162325,187.80319373906988
0.0026653306613226456,189.2251221387353
0.002685370741482966,190.64699056600716
0.002705410821643287,192.06879559720244
0.0027254509018036074,193.49053364154943
0.0027454909819639283,194.91220093444994
0.0027655310621242488,196.33379353053112
0.0027855711422845693,197.75530729648577
0.00280561122244489,199.1767379036949
