Sec,N,mm/mm,mm,segments
486.54639,65792.805,0.0099829854,1.8878299,194
486.54736,65780.867,0.0099932244,1.8878299,194
486.54834,65786.836,0.0099932244,1.8878299,194
486.54932,65768.93,0.010003463,1.8878299,194
486.55029,65771.914,0.010003463,1.892101,194
486.55127,65759.977,0.0099829854,1.8878299,194
486.55225,65765.945,0.0099829854,1.8878299,194
486.55322,65751.023,0.0099829854,1.8878299,194
486.5542,65751.023,0.0099932244,1.8878299,194
486.55518,65736.102,0.0099727465,1.8878299,194
486.55615,65739.086,0.0099829854,1.8878299,194
486.55713,65727.148,0.0099829854,1.8878299,194
486.55811,65727.148,0.0099932244,1.8835589,194
486.55908,65718.195,0.0099829854,1.8878299,194
486.56006,65721.18,0.0099829854,1.8878299,194
486.56104,65706.25,0.0099932244,1.892101,194
486.56201,65703.273,0.0099829854,1.8878299,194
486.56299,65700.289,0.0099932244,1.8835589,194
486.56396,65694.32,0.0099829854,1.8878299,194
486.56494,65691.328,0.010003463,1.8835589,194
486.56592,65685.367,0.010003463,1.8878299,194
486.56689,65673.422,0.0099829854,1.8835589,194
486.56787,65673.422,0.0099932244,1.8835589,194
486.56885,65664.477,0.010013702,1.8835589,194
486.56982,65661.492,0.0099727465,1.8835589,194
486.5708,65655.516,0.010003463,1.8878299,194
486.57178,65649.555,0.0099932244,1.8835589,194
486.57275,65643.586,0.010003463,1.8878299,194
486.57373,65634.625,0.010003463,1.8835589,194
486.57471,65628.664,0.010003463,1.8878299,194
486.57568,65616.719,0.010003463,1.8835589,194
486.57666,65616.719,0.010003463,1.8878299,194
486.57764,65607.766,0.010003463,1.8878299,194
486.57861,65601.797,0.010013702,1.8878299,194
486.57959,65586.875,0.010003463,1.8878299,194
486.58057,65589.859,0.0099932244,1.8835589,194
486.58154,65574.938,0.010013702,1.8878299,194
486.58252,65574.938,0.010003463,1.8835589,194
486.5835,65560.016,0.0099932244,1.8835589,194
486.58447,65557.031,0.0099727465,1.8835589,194
486.58545,65539.125,0.0099932244,1.8835589,194
486.58643,65542.109,0.0099727465,1.8878299,194
486.5874,65527.184,0.0099829854,1.8835589,194
486.58838,65530.176,0.0099727465,1.8878299,194
486.58936,65515.25,0.0099727465,1.8835589,194
486.59033,65512.27,0.0099829854,1.8835589,194
486.59131,65497.344,0.0099727465,1.8835589,194
486.59229,65497.344,0.0099727465,1.8792877,194
486.59326,65482.422,0.0099727465,1.8835589,194
486.59424,65485.406,0.0099829854,1.8835589,194
486.59521,65473.465,0.0099727465,1.8835589,194
486.59619,65470.48,0.0099829854,1.8792877,194
486.59717,65455.559,0.0099932244,1.8792877,194
486.59814,65449.594,0.0099727465,1.8835589,194
486.59912,65446.609,0.0099932244,1.8878299,194
486.6001,65434.668,0.0099932244,1.8835589,194
486.60107,65428.695,0.0099829854,1.8835589,194
486.60205,65422.73,0.0099932244,1.8835589,194
486.60303,65410.789,0.0099829854,1.8878299,194
486.604,65401.84,0.010003463,1.8835589,194
486.60498,65392.883,0.0099727465,1.8835589,194
486.60596,65380.949,0.0099829854,1.8835589,194
486.60693,65386.918,0.0099727465,1.8878299,194
486.60791,65366.027,0.0099932244,1.8835589,194
486.60889,65354.086,0.010003463,1.8835589,194
486.60986,65351.105,0.0099829854,1.8835589,194
486.61084,65348.121,0.0099727465,1.8835589,194
486.61182,65321.258,0.0099932244,1.8835589,194
486.61279,65321.258,0.0099829854,1.8835589,194
486.61377,65312.301,0.0099932244,1.8792877,194
486.61475,65303.352,0.0099932244,1.8835589,194
486.61572,65294.395,0.0099829854,1.8792877,194
486.6167,65291.414,0.0099932244,1.8792877,194
486.61768,65270.523,0.0099727465,1.8792877,194
486.61865,65273.508,0.0099727465,1.8792877,194
486.61963,65255.602,0.0099522686,1.8835589,194
486.62061,65249.633,0.0099727465,1.8792877,194
486.62158,65234.711,0.0099625075,1.8792877,194
486.62256,65231.719,0.0099522686,1.8792877,194
486.62354,65216.805,0.0099727465,1.8792877,194
486.62451,65213.813,0.0099829854,1.8792877,194
486.62549,65195.906,0.0099522686,1.8750166,194
486.62646,65192.926,0.0099625075,1.8792877,194
486.62744,65180.984,0.0099625075,1.8792877,194
486.62842,65178,0.0099625075,1.8835589,194
486.62939,65160.094,0.0099625075,1.8835589,194
486.63037,65148.156,0.0099829854,1.8792877,194
486.63135,65139.207,0.0099522686,1.8792877,194
486.63232,65130.25,0.0099727465,1.8792877,194
486.6333,65124.281,0.0099625075,1.8835589,194
486.63428,65109.359,0.0099625075,1.8750166,194
486.63525,65103.395,0.0099829854,1.8835589,194
486.63623,65094.438,0.0099625075,1.8835589,194
486.63721,65082.496,0.0099727465,1.8835589,194
486.63818,65070.563,0.0099420296,1.8750166,194
486.63916,65058.625,0.0099420296,1.8750166,194
486.64014,65046.684,0.0099727465,1.8792877,194
486.64111,65037.734,0.0099522686,1.8792877,194
486.64209,65025.797,0.0099522686,1.8792877,194
486.64307,65013.855,0.0099625075,1.8792877,194
486.64404,64998.934,0.0099522686,1.8792877,194
486.64502,64992.965,0.0099727465,1.8792877,194
486.646,64975.059,0.0099625075,1.8792877,194
486.64697,64975.059,0.0099625075,1.8792877,194
486.64795,64957.152,0.0099522686,1.8750166,194
486.64893,64945.215,0.0099420296,1.8792877,194
486.6499,64924.324,0.0099420296,1.8792877,194
486.65088,64918.352,0.0099317906,1.8750166,194
486.65186,64900.445,0.0099522686,1.8792877,194
486.65283,64900.445,0.0099420296,1.8750166,194
486.65381,64876.57,0.0099522686,1.8750166,194
486.65479,64864.633,0.0099420296,1.8750166,194
486.65576,64855.684,0.0099420296,1.8750166,194
486.65674,64849.707,0.0099215517,1.8750166,194
486.65771,64828.82,0.0099113127,1.8707455,194
486.65869,64819.863,0.0099215517,1.8750166,194
486.65967,64804.945,0.0099215517,1.8750166,194
486.66064,64795.988,0.0099215517,1.8792877,194
486.66162,64790.023,0.0099215517,1.8707455,194
486.6626,64775.102,0.0099215517,1.8707455,194
486.66357,64763.16,0.0099113127,1.8750166,194
486.66455,64751.219,0.0099215517,1.8750166,194
486.66553,64739.289,0.0099010738,1.8750166,194
486.6665,64727.348,0.0099215517,1.8707455,194
486.66748,64718.391,0.0099317906,1.8750166,194
486.66846,64697.504,0.0099010738,1.8664744,194
486.66943,64691.535,0.0099215517,1.8750166,194
486.67041,64673.629,0.0099215517,1.8707455,194
486.67139,64661.691,0.0099215517,1.8750166,194
486.67236,64643.785,0.0099113127,1.8750166,194
486.67334,64634.828,0.0099113127,1.8750166,194
486.67432,64616.922,0.0099010738,1.8750166,194
486.67529,64613.938,0.0099215517,1.8707455,194
486.67627,64587.074,0.0099215517,1.8707455,194
486.67725,64584.09,0.0099010738,1.8707455,194
486.67822,64566.184,0.0099113127,1.8707455,194
486.6792,64557.227,0.0099113127,1.8750166,194
486.68018,64536.34,0.0098908348,1.8750166,194
486.68115,64527.391,0.0099215517,1.8750166,194
486.68213,64506.492,0.0099113127,1.8707455,194
486.68311,64494.559,0.0099010738,1.8707455,194
486.68408,64476.652,0.0098908348,1.8707455,194
486.68506,64467.695,0.0098805958,1.8707455,194
486.68604,64443.824,0.0098908348,1.8707455,194
486.68701,64434.867,0.0098908348,1.8664744,194
486.68799,64416.961,0.0098908348,1.8664744,194
486.68896,64408.004,0.0098805958,1.8664744,194
486.68994,64387.117,0.0098908348,1.8707455,194
486.69092,64375.176,0.0098703569,1.8707455,194
486.69189,64354.285,0.0098703569,1.8750166,194
486.69287,64342.348,0.0098703569,1.8664744,194
486.69385,64324.441,0.0098601179,1.8707455,194
486.69482,64315.492,0.0098908348,1.8707455,194
486.6958,64300.566,0.009849879,1.8664744,194
486.69678,64288.629,0.0098908348,1.8664744,194
486.69775,64273.703,0.0098601179,1.8622032,194
486.69873,64258.781,0.0098601179,1.8664744,194
486.69971,64246.848,0.0098805958,1.8664744,194
486.70068,64225.953,0.0098703569,1.8622032,194
486.70166,64211.027,0.0098601179,1.8664744,194
486.70264,64193.121,0.0098703569,1.8664744,194
486.70361,64184.172,0.0098601179,1.8664744,194
486.70459,64166.266,0.0098601179,1.8622032,194
486.70557,64154.328,0.0098703569,1.8622032,194
486.70654,64133.438,0.0098601179,1.8622032,194
486.70752,64121.5,0.0098805958,1.8664744,194
486.7085,64094.637,0.009849879,1.8622032,194
486.70947,64085.688,0.009849879,1.8664744,194
486.71045,64067.781,0.009849879,1.8664744,194
486.71143,64049.875,0.009849879,1.8707455,194
486.7124,64028.977,0.009849879,1.8664744,194
486.71338,64020.027,0.0098601179,1.8622032,194
486.71436,63990.18,0.00983964,1.8664744,194
486.71533,63984.211,0.009829401,1.8664744,194
486.71631,63963.32,0.009849879,1.8622032,194
486.71729,63951.383,0.00983964,1.8622032,194
486.71826,63927.504,0.009829401,1.8622032,194
486.71924,63909.598,0.009829401,1.8622032,194
486.72021,63885.723,0.0098191621,1.8664744,194
486.72119,63879.758,0.0098089231,1.8622032,194
486.72217,63852.895,0.00983964,1.8622032,194
486.72314,63843.941,0.0098089231,1.8622032,194
486.72412,63823.051,0.0098089231,1.8622032,194
486.7251,63811.113,0.0098089231,1.8579322,194
486.72607,63793.207,0.0098089231,1.8664744,194
486.72705,63772.316,0.0098089231,1.8622032,194
486.72803,63754.406,0.0097986842,1.8579322,194
486.729,63739.488,0.0097986842,1.8622032,194
486.72998,63721.578,0.0097782062,1.8622032,194
486.73096,63703.672,0.0098089231,1.8579322,194
486.73193,63691.734,0.0097884452,1.8622032,194
486.73291,63673.828,0.0098089231,1.8579322,194
486.73389,63652.934,0.0097986842,1.8622032,194
486.73486,63632.043,0.0098089231,1.8579322,194
486.73584,63611.152,0.0098089231,1.8579322,194
486.73682,63587.277,0.0097782062,1.8622032,194
486.73779,63578.324,0.0097986842,1.8579322,194
486.73877,63551.465,0.0097884452,1.8579322,194
486.73975,63539.523,0.0097884452,1.8579322,194
486.74072,63509.684,0.0097986842,1.8579322,194
486.7417,63494.758,0.0097884452,1.8536611,194
486.74268,63473.867,0.0097884452,1.8579322,194
486.74365,63458.941,0.0097884452,1.8579322,194
486.74463,63426.113,0.0097782062,1.8536611,194
486.74561,63414.176,0.0097679673,1.8579322,194
486.74658,63390.301,0.0097782062,1.8536611,194
486.74756,63378.363,0.0097679673,1.8579322,194
486.74854,63351.5,0.0097679673,1.8536611,194
486.74951,63333.594,0.0097782062,1.8536611,194
486.75049,63306.734,0.0097679673,1.8536611,194
486.75146,63291.813,0.0097577283,1.8493899,194
486.75244,63258.984,0.0097577283,1.8536611,194
486.75342,63247.047,0.0097577283,1.8451189,194
486.75439,63223.172,0.0097577283,1.8536611,194
486.75537,63205.266,0.0097679673,1.8493899,194
486.75635,63178.402,0.0097270114,1.8493899,194
486.75732,63163.484,0.0097270114,1.8536611,194
486.7583,63136.621,0.0097270114,1.8493899,194
486.75928,63121.695,0.0097372504,1.8536611,194
486.76025,63094.836,0.0097270114,1.8536611,194
486.76123,63073.949,0.0097065335,1.8536611,194
486.76221,63056.039,0.0097065335,1.8493899,194
486.76318,63032.164,0.0097270114,1.8493899,194
486.76416,63014.254,0.0097270114,1.8451189,194
486.76514,62990.379,0.0097270114,1.8493899,194
486.76611,62975.461,0.0097065335,1.8493899,194
486.76709,62951.582,0.0097167725,1.8451189,194
486.76807,62930.691,0.0097065335,1.8493899,194
486.76904,62903.832,0.0097065335,1.8451189,194
486.77002,62882.938,0.0097065335,1.8451189,194
486.771,62856.078,0.0097167725,1.8493899,194
486.77197,62841.156,0.0096962946,1.8451189,194
486.77295,62811.313,0.0097167725,1.8451189,194
486.77393,62793.406,0.0097065335,1.8451189,194
486.7749,62769.531,0.0096860556,1.8493899,194
486.77588,62751.621,0.0097065335,1.8451189,194
486.77686,62718.793,0.0096860556,1.8451189,194
486.77783,62706.855,0.0097167725,1.8451189,194
486.77881,62671.043,0.0096758166,1.8451189,194
486.77979,62656.121,0.0096655777,1.8408477,194
486.78076,62626.273,0.0096758166,1.8408477,194
486.78174,62608.367,0.0096962946,1.8451189,194
486.78271,62581.508,0.0096758166,1.8451189,194
486.78369,62563.602,0.0096655777,1.8365766,194
486.78467,62536.738,0.0096655777,1.8408477,194
486.78564,62512.863,0.0096758166,1.8408477,194
486.78662,62477.051,0.0096655777,1.8365766,194
486.7876,62462.129,0.0096655777,1.8408477,194
486.78857,62432.285,0.0096450998,1.8451189,194
486.78955,62411.391,0.0096450998,1.8408477,194
486.79053,62381.547,0.0096450998,1.8408477,194
486.7915,62360.656,0.0096246218,1.8451189,194
486.79248,62333.797,0.0096553387,1.8365766,194
486.79346,62306.934,0.0096348608,1.8408477,194
486.79443,62292.016,0.0096348608,1.8408477,194
486.79541,62259.188,0.0096246218,1.8365766,194
486.79639,62232.324,0.0096246218,1.8365766,194
486.79736,62211.434,0.0096246218,1.8408477,194
486.79834,62190.539,0.0096143829,1.8365766,194
486.79932,62163.68,0.0096041439,1.8365766,194
486.80029,62142.789,0.0096041439,1.8365766,194
486.80127,62112.945,0.0096143829,1.8323056,194
486.80225,62089.07,0.0096246218,1.8365766,194
486.80322,62065.191,0.0096041439,1.8365766,194
486.8042,62044.301,0.0096246218,1.8323056,194
486.80518,62011.473,0.0096041439,1.8323056,194
486.80615,61993.566,0.0096041439,1.8365766,194
486.80713,61960.734,0.0096143829,1.8365766,194
486.80811,61936.859,0.0096041439,1.8365766,194
486.80908,61907.016,0.009583666,1.8280344,194
486.81006,61883.141,0.009573427,1.8280344,194
486.81104,61850.313,0.0096041439,1.8323056,194
486.81201,61826.434,0.009573427,1.8323056,194
486.81299,61796.59,0.0095631881,1.8323056,194
486.81396,61775.699,0.0095631881,1.8280344,194
486.81494,61742.871,0.009573427,1.8323056,194
486.81592,61716.012,0.009573427,1.8280344,194
486.81689,61689.148,0.0095631881,1.8323056,194
486.81787,61665.273,0.009573427,1.8323056,194
486.81885,61629.461,0.0095631881,1.8280344,194
486.81982,61599.613,0.009573427,1.8280344,194
486.8208,61575.738,0.0095631881,1.8280344,194
486.82178,61548.879,0.0095427101,1.8237633,194
486.82275,61513.066,0.0095427101,1.8237633,194
486.82373,61489.188,0.0095427101,1.8237633,194
486.82471,61468.297,0.0095222322,1.8237633,194
486.82568,61435.465,0.0095222322,1.8280344,194
486.82666,61408.609,0.0095222322,1.8237633,194
486.82764,61378.766,0.0095119933,1.8237633,194
486.82861,61351.902,0.0095222322,1.8237633,194
486.82959,61316.09,0.0095119933,1.8237633,194
486.83057,61292.215,0.0095222322,1.8194922,194
486.83154,61265.355,0.0095017543,1.8237633,194
486.83252,61241.477,0.0095017543,1.8194922,194
486.8335,61205.66,0.0094812764,1.8194922,194
486.83447,61181.789,0.0094915153,1.8194922,194
486.83545,61145.973,0.0095017543,1.8194922,194
486.83643,61125.082,0.0094915153,1.8194922,194
486.8374,61092.254,0.0094812764,1.8152211,194
486.83838,61071.363,0.0094710374,1.8194922,194
486.83936,61032.563,0.0094710374,1.8152211,194
486.84033,61008.691,0.0094710374,1.8152211,194
486.84131,60975.859,0.0094710374,1.8194922,194
486.84229,60951.984,0.0094710374,1.8194922,194
486.84326,60919.156,0.0094710374,1.8152211,194
486.84424,60895.277,0.0094710374,1.8152211,194
486.84521,60862.449,0.0094607985,1.8194922,194
486.84619,60832.602,0.0094607985,1.8109499,194
486.84717,60790.82,0.0094710374,1.8152211,194
486.84814,60766.945,0.0094607985,1.8109499,194
486.84912,60740.086,0.0094505595,1.8152211,194
486.8501,60707.258,0.0094505595,1.8152211,194
486.85107,60668.457,0.0094403205,1.8109499,194
486.85205,60644.582,0.0094300816,1.8152211,194
486.85303,60608.77,0.0094198426,1.8152211,194
486.854,60578.922,0.0094403205,1.8109499,194
486.85498,60546.094,0.0094198426,1.8109499,194
486.85596,60513.266,0.0094096037,1.8109499,194
486.85693,60480.434,0.0094096037,1.8066789,194
486.85791,60453.574,0.0094096037,1.8066789,194
486.85889,60423.73,0.0094096037,1.8109499,194
486.85986,60387.918,0.0093993647,1.8066789,194
486.86084,60358.07,0.0093891257,1.8109499,194
486.86182,60328.227,0.0093788868,1.8066789,194
486.86279,60298.383,0.0093788868,1.8066789,194
486.86377,60259.582,0.0093891257,1.8066789,194
486.86475,60235.711,0.0093788868,1.8066789,194
486.86572,60193.926,0.0093788868,1.8109499,194
486.8667,60167.066,0.0093788868,1.8066789,194
486.86768,60128.266,0.0093788868,1.8024077,194
486.86865,60104.395,0.0093584089,1.8024077,194
486.86963,60065.594,0.0093584089,1.8109499,194
486.87061,60038.734,0.0093584089,1.8024077,194
486.87158,59999.934,0.0093481699,1.8024077,194
486.87256,59973.074,0.0093379309,1.8024077,194
486.87354,59931.293,0.0093481699,1.7981366,194
486.87451,59910.398,0.0093379309,1.8024077,194
486.87549,59871.602,0.0093379309,1.7981366,194
486.87646,59835.789,0.0093379309,1.8024077,194
486.87744,59802.961,0.009327692,1.8024077,194
486.87842,59779.082,0.009317453,1.8024077,194
486.87939,59731.332,0.009317453,1.7981366,194
486.88037,59698.5,0.0093072141,1.7938656,194
486.88135,59665.672,0.009317453,1.7938656,194
486.88232,59632.844,0.0093072141,1.8024077,194
486.8833,59603,0.0093072141,1.7938656,194
486.88428,59567.184,0.0092867361,1.8024077,194
486.88525,59528.391,0.0092867361,1.7938656,194
486.88623,59492.574,0.0092867361,1.7981366,194
486.88721,59459.742,0.0092867361,1.7938656,194
486.88818,59420.945,0.0092969751,1.7938656,194
486.88916,59388.113,0.0092560193,1.7938656,194
486.89014,59352.301,0.0092662582,1.7938656,194
486.89111,59322.461,0.0092662582,1.7938656,194
486.89209,59286.645,0.0092764972,1.7938656,194
486.89307,59250.832,0.0092560193,1.7938656,194
486.89404,59212.031,0.0092560193,1.7938656,194
486.89502,59185.172,0.0092457803,1.7895944,194
486.896,59140.402,0.0092355413,1.7938656,194
486.89697,59107.574,0.0092355413,1.7853233,194
486.89795,59068.777,0.0092560193,1.7853233,194
486.89893,59041.914,0.0092355413,1.7853233,194
486.8999,59000.133,0.0092355413,1.7853233,194
486.90088,58970.293,0.0092150634,1.7895944,194
486.90186,58925.523,0.0092150634,1.7853233,194
486.90283,58895.68,0.0092048245,1.7895944,194
486.90381,58853.898,0.0091945855,1.7853233,194
486.90479,58824.051,0.0092048245,1.7895944,194
486.90576,58779.281,0.0091945855,1.7853233,194
486.90674,58749.438,0.0091945855,1.7853233,194
486.90771,58707.656,0.0091741076,1.7810522,194
486.90869,58674.828,0.0091843465,1.7810522,194
486.90967,58630.059,0.0091741076,1.7810522,194
486.91064,58603.199,0.0091741076,1.7810522,194
486.91162,58564.398,0.0091741076,1.7767811,194
486.9126,58522.617,0.0091536297,1.7767811,194
486.91357,58483.82,0.0091638686,1.7810522,194
486.91455,58450.992,0.0091741076,1.7810522,194
486.91553,58418.164,0.0091638686,1.7767811,194
486.9165,58379.363,0.0091433907,1.7810522,194
486.91748,58331.613,0.0091433907,1.7810522,194
486.91846,58298.781,0.0091433907,1.7767811,194
486.91943,58262.969,0.0091433907,1.7767811,194
486.92041,58218.199,0.0091229128,1.7767811,194
486.92139,58182.387,0.0091433907,1.7810522,194
486.92236,58146.574,0.0091126738,1.7767811,194
486.92334,58104.789,0.0091229128,1.7767811,194
486.92432,58057.043,0.0091126738,1.7725099,194
486.92529,58027.195,0.0091229128,1.7767811,194
486.92627,57982.43,0.0090921959,1.7725099,194
486.92725,57946.613,0.0090921959,1.7767811,194
486.92822,57904.832,0.0090921959,1.7725099,194
486.9292,57872,0.0090921959,1.7767811,194
486.93018,57818.281,0.0090819569,1.7682389,194
486.93115,57791.422,0.0090819569,1.7682389,194
486.93213,57740.684,0.009061479,1.7725099,194
486.93311,57707.855,0.009061479,1.7725099,194
486.93408,57666.074,0.009061479,1.7682389,194
486.93506,57630.262,0.009061479,1.7682389,194
486.93604,57588.477,0.00905124,1.7639678,194
486.93701,57552.66,0.00905124,1.7639678,194
486.93799,57498.941,0.0090307621,1.7639678,194
486.93896,57469.098,0.0090205232,1.7639678,194
486.93994,57424.332,0.0090307621,1.7639678,194
486.94092,57388.516,0.0090410011,1.7682389,194
486.94189,57340.766,0.0090000452,1.7596966,194
486.94287,57307.938,0.0090307621,1.7639678,194
486.94385,57266.152,0.0090102842,1.7682389,194
486.94482,57227.355,0.0090102842,1.7596966,194
486.9458,57185.574,0.0090000452,1.7596966,194
486.94678,57143.793,0.0090000452,1.7596966,194
486.94775,57102.008,0.0089795673,1.7639678,194
486.94873,57066.191,0.0089898063,1.7639678,194
486.94971,57024.41,0.0089795673,1.7554256,194
486.95068,56979.645,0.0089693284,1.7596966,194
486.95166,56937.863,0.0089693284,1.7554256,194
486.95264,56893.094,0.0089590894,1.7554256,194
486.95361,56854.293,0.0089488504,1.7554256,194
486.95459,56806.547,0.0089590894,1.7554256,194
486.95557,56776.699,0.0089693284,1.7596966,194
486.95654,56725.965,0.0089283725,1.7554256,194
486.95752,56684.18,0.0089386115,1.7554256,194
486.9585,56645.383,0.0089283725,1.7511544,194
486.95947,56597.629,0.0089386115,1.7511544,194
486.96045,56549.879,0.0089181336,1.7511544,194
486.96143,56514.066,0.0089181336,1.7511544,194
486.9624,56463.328,0.0088976556,1.7511544,194
486.96338,56433.484,0.0089181336,1.7468833,194
486.96436,56382.746,0.0088874167,1.7468833,194
486.96533,56343.949,0.0088976556,1.7468833,194
486.96631,56296.199,0.0088976556,1.7468833,194
486.96729,56257.402,0.0088771777,1.7511544,194
486.96826,56209.648,0.0088771777,1.7468833,194
486.96924,56167.867,0.0088771777,1.7426122,194
486.97021,56114.145,0.0088464608,1.7468833,194
486.97119,56084.301,0.0088669388,1.7468833,194
486.97217,56039.531,0.0088464608,1.7426122,194
486.97314,55997.75,0.0088362219,1.7383411,194
486.97412,55949.996,0.0088566998,1.7468833,194
486.9751,55911.203,0.0088464608,1.7383411,194
486.97607,55863.449,0.0088362219,1.7383411,194
486.97705,55821.668,0.008815744,1.7383411,194
486.97803,55770.93,0.0088259829,1.7383411,194
486.979,55726.16,0.008815744,1.7383411,194
486.97998,55678.41,0.008815744,1.7340699,194
486.98096,55636.629,0.008815744,1.7383411,194
486.98193,55591.863,0.0087850271,1.7297989,194
486.98291,55547.094,0.0087747881,1.7297989,194
486.98389,55502.328,0.0087850271,1.7340699,194
486.98486,55457.563,0.0087747881,1.7340699,194
486.98584,55418.762,0.0087850271,1.7297989,194
486.98682,55371.012,0.0087747881,1.7297989,194
486.98779,55329.227,0.0087645492,1.7297989,194
486.98877,55275.504,0.0087645492,1.7297989,194
486.98975,55233.723,0.0087440712,1.7297989,194
486.99072,55185.973,0.0087440712,1.7297989,194
486.9917,55144.191,0.0087440712,1.7297989,194
486.99268,55096.438,0.0087338323,1.7340699,194
486.99365,55054.656,0.0087133544,1.7340699,194
486.99463,54997.953,0.0087133544,1.7255278,194
486.99561,54959.152,0.0087031154,1.7297989,194
486.99658,54905.43,0.0087031154,1.7255278,194
486.99756,54869.617,0.0087133544,1.7297989,194
486.99854,54815.898,0.0086826375,1.7297989,194
486.99951,54774.117,0.0087031154,1.7255278,194
487.00049,54720.395,0.0086826375,1.7212566,194
487.00146,54678.613,0.0086928764,1.7255278,194
487.00244,54621.906,0.0086928764,1.7212566,194
487.00342,54586.094,0.0086723985,1.7169856,194
487.00439,54532.371,0.0086723985,1.7169856,194
487.00537,54493.57,0.0086621596,1.7169856,194
487.00635,54433.883,0.0086621596,1.7169856,194
487.00732,54389.117,0.0086519206,1.7212566,194
487.0083,54341.367,0.0086519206,1.7212566,194
487.00928,54299.582,0.0086519206,1.7127144,194
487.01025,54245.859,0.0086416816,1.7127144,194
487.01123,54192.141,0.0086416816,1.7127144,194
487.01221,54141.406,0.0086109648,1.7127144,194
487.01318,54090.668,0.0086212037,1.7127144,194
487.01416,54039.934,0.0086109648,1.7127144,194
487.01514,54001.137,0.0086109648,1.7169856,194
487.01611,53950.398,0.0085904868,1.7169856,194
487.01709,53896.68,0.0085700089,1.7127144,194
487.01807,53848.926,0.0085904868,1.7127144,194
487.01904,53798.191,0.00855977,1.7084433,194
487.02002,53759.391,0.00855977,1.7084433,194
487.021,53690.75,0.0085802479,1.7084433,194
487.02197,53651.949,0.008539292,1.7041723,194
487.02295,53595.246,0.008549531,1.7084433,194
487.02393,53550.48,0.0085290531,1.7084433,194
487.0249,53496.758,0.008539292,1.7041723,194
487.02588,53460.945,0.0085290531,1.6999011,194
487.02686,53401.258,0.0085085751,1.7041723,194
487.02783,53359.473,0.0084983362,1.6999011,194
487.02881,53299.781,0.0084983362,1.7041723,194
487.02979,53255.016,0.0085085751,1.7041723,194
487.03076,53198.313,0.0084880972,1.6999011,194
487.03174,53153.543,0.0084983362,1.6999011,194
487.03271,53096.84,0.0084880972,1.69563,194
487.03369,53058.039,0.0084778583,1.6999011,194
487.03467,52998.352,0.0084573803,1.6999011,194
487.03564,52947.613,0.0084676193,1.69563,194
487.03662,52896.879,0.0084778583,1.6999011,194
487.0376,52852.113,0.0084676193,1.69563,194
487.03857,52792.422,0.0084676193,1.69563,194
487.03955,52741.684,0.0084573803,1.6999011,194
487.04053,52687.965,0.0084369024,1.6913589,194
487.0415,52640.215,0.0084471414,1.6913589,194
487.04248,52589.477,0.0084164245,1.6913589,194
487.04346,52535.754,0.0084266635,1.6913589,194
487.04443,52482.035,0.0084266635,1.6870878,194
487.04541,52428.313,0.0084061855,1.6870878,194
487.04639,52377.578,0.0084061855,1.6870878,194
487.04736,52320.875,0.0084061855,1.6870878,194
487.04834,52270.137,0.0083857076,1.6870878,194
487.04932,52219.402,0.0083652297,1.6870878,194
487.05029,52168.668,0.0083652297,1.6870878,194
487.05127,52105.992,0.0083549907,1.6870878,194
487.05225,52058.238,0.0083754687,1.6828166,194
487.05322,51998.551,0.0083652297,1.6828166,194
487.0542,51953.785,0.0083345128,1.6828166,194
487.05518,51891.109,0.0083345128,1.6828166,194
487.05615,51840.375,0.0083345128,1.6785456,194
487.05713,51786.652,0.0083345128,1.6785456,194
487.05811,51747.855,0.0083242739,1.6785456,194
487.05908,51685.18,0.0083140349,1.6785456,194
487.06006,51631.457,0.008293557,1.6742744,194
487.06104,51568.785,0.008293557,1.6742744,194
487.06201,51527.004,0.00827308,1.6700033,194
487.06299,51461.344,0.008283318,1.6700033,194
487.06396,51419.563,0.0082526021,1.6742744,194
487.06494,51356.887,0.008283318,1.6700033,194
487.06592,51309.137,0.0082526021,1.6742744,194
487.06689,51249.445,0.0082526021,1.6700033,194
487.06787,51201.695,0.008262841,1.6700033,194
487.06885,51142.008,0.0082321241,1.6700033,194
487.06982,51091.27,0.0082321241,1.6700033,194
487.0708,51034.566,0.0082423631,1.6657323,194
487.07178,50980.844,0.0082423631,1.6657323,194
487.07275,50927.125,0.0082014073,1.6700033,194
487.07373,50867.434,0.0082321241,1.6657323,194
487.07471,50813.715,0.0082218852,1.6614611,194
487.07568,50759.992,0.0081809293,1.6614611,194
487.07666,50706.273,0.0081809293,1.6657323,194
487.07764,50646.582,0.0081809293,1.6614611,194
487.07861,50586.891,0.0081809293,1.65719,194
487.07959,50533.172,0.0081809293,1.6657323,194
487.08057,50479.449,0.0081809293,1.65719,194
487.08154,50416.777,0.0081706904,1.6657323,194
487.08252,50366.043,0.0081604514,1.65719,194
487.0835,50306.352,0.0081502125,1.65719,194
487.08447,50249.645,0.0081502125,1.65719,194
487.08545,50186.973,0.0081399735,1.6529189,194
487.08643,50136.238,0.0081297345,1.65719,194
487.0874,50070.578,0.0081194956,1.6529189,194
487.08838,50022.828,0.0080990177,1.65719,194
487.08936,49954.184,0.0080887787,1.65719,194
487.09033,49906.434,0.0080887787,1.6529189,194
487.09131,49837.789,0.0080785397,1.6529189,194
487.09229,49790.039,0.0080785397,1.6529189,194
487.09326,49730.348,0.0080580618,1.6486478,194
487.09424,49679.609,0.0080580618,1.6443766,194
