strain,stress_MPa
0.0011877193,215.73423426609105
0.0011979582,216.53526447926836
0.0012081972,217.35985858382784
0.0012081972,218.23155678884885
0.0012184362,219.0325948961271
0.0012286751,219.8807449979678
0.001259392,220.63466321658265
0.001269631,221.50637720980558
0.001259392,222.3309713143651
0.0013003479,223.202685307588
0.0012901089,223.98014373528216
0.0013208258,224.85185772850508
0.0013310647,225.62933194440114
0.0013413037,226.5717218235687
0.0013822595,227.34919603946477
0.0013720206,228.19735403540648
0.0013924985,228.90413657715592
0.0014129764,229.77585057037888
0.0014232154,230.50622068581345
0.0014436933,231.42503877949784
0.0014539323,232.17895699811268
0.0014744102,233.05066309723463
0.0014846491,233.78100953036633
0.001515366,234.62917542040898
0.001515366,235.31240196487724
0.0015460829,236.16055996081892
0.0015358439,236.89089849984964
0.0015563219,237.6919366071279
0.0015767998,238.42227514615863
0.0015767998,239.19975725615564
0.0015972777,239.9536912629724
0.0016075167,240.73113390246462
0.0016279946,241.50860811836066
0.0016484725,242.26254212517745
0.0016484725,243.01644455559034
0.0016587115,243.72324288554177
0.0016791894,244.54782120189932
0.0016791894,245.2310635345695
0.0016791894,246.03210164184776
0.0016894283,246.80957585774382
0.0016894283,247.63415417410138
0.0017099063,248.29381682718744
0.0017201452,249.16553082041037
0.0017406231,249.84877315308054
0.0017611011,250.67336725764005
0.0017611011,251.42728547625487
0.001781579,252.2989994694778
0.001781579,252.98222601394605
0.0018020569,253.80682011850553
0.0018327738,254.513602660255
0.0018532517,255.38533244167988
0.0018634907,256.11567098071055
0.0018737296,256.9402650852701
0.0018942074,257.5999356324571
0.0018942074,258.4009658456344
0.0019146854,259.10776417558577
0.0019351633,259.8852304973809
0.0019351633,260.6155848246135
0.0019658802,261.44017892917304
0.0019863581,262.1234054736413
0.0019761191,262.85376769497486
0.002006836,263.5841062340056
0.0020273139,264.26734856667576
0.0020273139,265.0448227825718
0.0020682698,265.77518500390545
0.0020477918,266.5055235429362
0.0020682698,267.1416459869429
0.0020887477,267.919112308738
0.0021092256,268.60235464140817
0.0021092256,269.4033848545855
0.0021194646,270.03949151039035
0.0021194646,270.81697362038733
0.0021399425,271.45308027619217
0.0021501814,272.2541104893695
0.0021604204,272.89021714517423
0.0021706594,273.69125525245255
0.0021808983,274.37449758512275
0.0021808983,275.12840001553565
0.0021808983,275.7645224595424
0.0022116152,276.5655526727197
0.0022218542,277.2016514344235
0.0022218542,278.026261327185
0.0022423321,278.685923980271
0.0022525711,279.4869778757512
0.0022832879,280.1701886320175
0.0022832879,280.92411474473334
0.0023037659,281.5837852919203
0.0023037659,282.3141238309511
0.0023140048,283.04447026408275
0.0023140048,283.7983884826976
0.0023447217,284.38739103804085
0.0023651996,285.2119851426004
0.0023856775,285.94234736393395
0.0023959165,286.64914569388543
0.0024163944,287.3087925587695
0.0024368723,288.0155987828219
0.0024573503,288.7223971127733
